timestamp,user_id,stock_id,price,volume,is_anomaly,anomaly_type,hour,day_of_week,is_after_hours,rolling_price_mean,rolling_volume_mean,price_dev_rolling,volume_dev_rolling,user_vol_deviation,price_vol_ratio
2026-01-01 16:46:00,USER_054,STOCK_01,120.42176862451744,2091.6799598895777,0,none,16,3,0,0.0,0.0,0.0,0.0,1.0594573258746454,251883.80016636266
2026-01-01 21:27:00,USER_026,STOCK_01,159.81949903276504,2367.438893024909,0,none,21,3,0,0.0,0.0,0.0,0.0,1.274367005958658,378362.89787392475
2026-01-01 21:51:00,USER_052,STOCK_01,107.5629020198281,1696.089006452784,0,none,21,3,0,0.0,0.0,0.0,0.0,0.19074102905561088,182436.25561798838
2026-01-02 02:59:00,USER_044,STOCK_01,126.17393005594704,2328.276804316915,0,none,2,4,1,0.0,0.0,0.0,0.0,1.213497843866213,293767.8346587663
2026-01-02 04:53:00,USER_091,STOCK_01,169.26752258488642,2206.390463468249,0,none,4,4,1,0.0,0.0,0.0,0.0,1.0275165124678434,373470.24760618986
2026-01-02 05:10:00,USER_051,STOCK_01,152.0840220790375,1968.703436050239,0,none,5,4,1,0.0,0.0,0.0,0.0,0.9344968450945619,299408.3368353415
2026-01-02 10:09:00,USER_051,STOCK_01,163.00402355917322,1950.4120681103088,0,none,10,4,0,0.0,0.0,0.0,0.0,0.9258143664036006,317925.01470034855
2026-01-02 13:03:00,USER_077,STOCK_01,171.12113618132105,2111.61945706458,0,none,13,4,0,0.0,0.0,0.0,0.0,1.0940626673164406,361342.7206754752
2026-01-02 15:01:00,USER_075,STOCK_01,170.1258561842888,1711.5540652384257,0,none,15,4,0,0.0,0.0,0.0,0.0,0.2662091251093569,291179.60075438727
2026-01-02 23:17:00,USER_033,STOCK_01,158.738763394927,2595.323137393171,0,none,23,4,1,0.0,0.0,0.0,0.0,1.2883162841177593,411978.38544003415
2026-01-02 23:40:00,USER_006,STOCK_01,153.9304233940294,2354.5018787942563,0,none,23,4,1,149.83194237166916,2102.7487291009156,1.0273538536408588,1.1197257409833197,1.1614416520286535,362429.47108483757
2026-01-03 00:14:00,USER_095,STOCK_01,162.7746044405837,1428.497543634758,0,none,0,5,1,153.18280784862037,2129.030920991384,1.062616665190275,0.6709613888414442,0.3217386305352298,232523.12260949315
