timestamp,user_id,stock_id,price,volume,is_anomaly,anomaly_type,hour,day_of_week,is_after_hours,rolling_price_mean,rolling_volume_mean,price_dev_rolling,volume_dev_rolling,user_vol_deviation,price_vol_ratio,anomaly_score_distance,anomaly_priority
2026-01-01 16:46:00,USER_054,STOCK_01,120.42176862451744,2091.6799598895777,0,none,16,3,0,0.0,0.0,0.0,0.0,1.0594573258746454,251883.80016636263,0.04007020639605974,0.16850376482484197
2026-01-01 21:27:00,USER_026,STOCK_01,159.81949903276504,2367.438893024909,0,none,21,3,0,0.0,0.0,0.0,0.0,1.274367005958658,378362.8978739248,0.02050687129435458,0.21445386177892312
2026-01-01 21:51:00,USER_052,STOCK_01,107.5629020198281,1696.089006452784,0,none,21,3,0,0.0,0.0,0.0,0.0,0.1907410290556108,182436.2556179884,-0.043635892069682825,0.3651115170384963
2026-01-02 02:59:00,USER_044,STOCK_01,126.17393005594704,2328.276804316915,0,none,2,4,1,0.0,0.0,0.0,0.0,1.213497843866213,293767.8346587663,0.023945694033951692,0.20637680142745918
2026-01-02 04:53:00,USER_091,STOCK_01,169.26752258488642,2206.390463468249,0,none,4,4,1,0.0,0.0,0.0,0.0,1.0275165124678434,373470.24760618986,0.03533808139865302,0.17961851603158874
2026-01-02 05:10:00,USER_051,STOCK_01,152.0840220790375,1968.703436050239,0,none,5,4,1,0.0,0.0,0.0,0.0,0.934496845094562,299408.3368353415,0.052953473360899506,0.1382437215836413
2026-01-02 10:09:00,USER_051,STOCK_01,163.00402355917322,1950.4120681103088,0,none,10,4,0,0.0,0.0,0.0,0.0,0.9258143664036006,317925.01470034855,0.04362102729303147,0.1601636447157606
2026-01-02 13:03:00,USER_077,STOCK_01,171.12113618132105,2111.61945706458,0,none,13,4,0,0.0,0.0,0.0,0.0,1.0940626673164406,361342.7206754752,0.045348571238709945,0.15610601285576953
2026-01-02 15:01:00,USER_075,STOCK_01,170.1258561842888,1711.5540652384257,0,none,15,4,0,0.0,0.0,0.0,0.0,0.2662091251093569,291179.60075438727,0.022752040942620566,0.20918043766796002
2026-01-02 23:17:00,USER_033,STOCK_01,158.738763394927,2595.323137393171,0,none,23,4,1,0.0,0.0,0.0,0.0,1.2883162841177591,411978.38544003415,-0.011814096663981755,0.2903689142796523
2026-01-02 23:40:00,USER_006,STOCK_01,153.9304233940294,2354.5018787942563,0,none,23,4,1,149.83194237166916,2102.748729100916,1.0273538536408588,1.1197257409833197,1.1614416520286537,362429.4710848376,0.06013512580639391,0.12137555342900896
2026-01-03 00:14:00,USER_095,STOCK_01,162.7746044405837,1428.497543634758,0,none,0,5,1,153.18280784862037,2129.030920991384,1.062616665190275,0.6709613888414442,0.3217386305352298,232523.12260949315,0.03492201409798251,0.1805957692813972
2026-01-03 01:47:00,USER_084,STOCK_01,191.2149584976397,2877.6704212216023,0,none,1,5,1,153.4783183894022,2035.1367860523685,1.2458760332028973,1.4139936150451724,0.9138458206262065,550253.6301637741,0.0026477487194417892,0.2564011273942085
2026-01-03 04:41:00,USER_059,STOCK_01,151.20460419882053,3231.621056242643,0,none,4,5,1,161.8435240371834,2153.2949275292503,0.934264161005796,1.5007795796698846,1.491106748095797,488635.9827297432,0.012751453634889554,0.232669681909753
2026-01-03 06:27:00,USER_049,STOCK_01,143.6946151071931,2379.4846102466336,0,none,6,5,1,164.34659145147072,2243.629352721823,0.874338882468543,1.0605515600694029,1.1722005989620785,341919.1252228794,0.09385500410039743,0.04217475924774339
2026-01-03 09:04:00,USER_034,STOCK_01,160.45670976071,1713.1499980307103,0,none,9,5,0,161.7893007037014,2260.9387673996616,0.9917634173755908,0.757716229529307,0.4579428752046184,274886.4120105746,0.07126296054123815,0.09523864567290163
2026-01-03 10:29:00,USER_039,STOCK_01,146.8398420284202,1786.55946502629,0,none,10,5,0,162.62656947186866,2235.3834235977088,0.9029265175136142,0.7992183560844944,0.902833626044633,262338.10961883934,0.09559371232829228,0.03809090487264444
2026-01-03 13:24:00,USER_033,STOCK_01,147.82479703086284,2200.8558610494706,0,none,13,5,0,161.01015131879336,2218.998163289307,0.9181085529084184,0.9918241021826972,1.0925030505580953,325341.07095382287,0.106793864605635,0.011784138650584808
2026-01-03 19:52:00,USER_052,STOCK_01,169.08003526986406,2325.6956256529,0,none,19,5,0,158.68051740374753,2227.921803687796,1.065537458764745,1.0438856614281804,0.2615461660440377,393228.69841236086,0.0654567285304955,0.10887624490864034
2026-01-04 00:00:00,USER_009,STOCK_01,166.4412031998898,2948.396491326974,0,none,0,6,1,158.57593531230506,2289.3359597292438,1.0495993788218534,1.2878828372903717,0.6381712331673198,490734.659526795,0.005883256559512995,0.24880161032955406
2026-01-04 00:54:00,USER_069,STOCK_01,155.34253302022967,2254.362511614967,0,none,0,6,1,159.3461792928013,2324.643295122624,0.9748745386281596,0.9697670676378116,1.1941945782123484,350198.38290011586,0.05769968400430303,0.12709588620204137
